,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Germany,Geography_Spain
4703,660.0,1.0,33.0,0.0,72783.42,1.0,0.0,0.0,181051.99,0.0,0.0,1.0
4704,692.0,0.0,44.0,8.0,0.0,1.0,0.0,1.0,159069.37,1.0,0.0,0.0
4705,588.0,0.0,35.0,0.0,0.0,2.0,1.0,1.0,155485.24,0.0,1.0,0.0
4706,533.0,0.0,22.0,10.0,115743.6,1.0,0.0,0.0,43852.05,1.0,0.0,0.0
4707,850.0,1.0,43.0,4.0,161256.53,1.0,1.0,1.0,140071.57,1.0,0.0,0.0
4708,511.0,1.0,27.0,8.0,0.0,2.0,1.0,1.0,49089.36,0.0,0.0,1.0
4709,530.0,1.0,44.0,6.0,0.0,2.0,0.0,0.0,55893.37,1.0,0.0,0.0
4710,554.0,1.0,31.0,1.0,0.0,2.0,0.0,1.0,192660.55,0.0,1.0,0.0
4711,585.0,0.0,40.0,3.0,162261.01,2.0,1.0,0.0,137028.51,1.0,0.0,0.0
4712,754.0,1.0,39.0,3.0,74896.33,1.0,0.0,0.0,34430.16,1.0,0.0,0.0
4713,474.0,1.0,54.0,3.0,0.0,1.0,1.0,0.0,108409.17,0.0,1.0,0.0
4714,837.0,1.0,35.0,0.0,144037.6,1.0,1.0,0.0,145325.32,1.0,0.0,0.0
4715,567.0,0.0,23.0,9.0,93522.2,1.0,0.0,1.0,81425.61,0.0,0.0,1.0
4716,800.0,1.0,38.0,1.0,0.0,2.0,1.0,0.0,51553.43,1.0,0.0,0.0
4717,646.0,1.0,18.0,10.0,0.0,2.0,0.0,1.0,52795.15,0.0,1.0,0.0
4718,627.0,1.0,38.0,8.0,106922.92,2.0,0.0,1.0,84270.09,1.0,0.0,0.0
4719,505.0,1.0,26.0,8.0,112972.57,1.0,1.0,0.0,145011.62,0.0,1.0,0.0
4720,566.0,0.0,35.0,1.0,123042.0,1.0,1.0,0.0,66245.44,0.0,1.0,0.0
4721,619.0,0.0,33.0,3.0,100488.92,2.0,0.0,1.0,36446.74,1.0,0.0,0.0
4722,757.0,0.0,44.0,4.0,123322.15,1.0,1.0,0.0,137136.29,1.0,0.0,0.0
4723,648.0,1.0,32.0,0.0,0.0,1.0,0.0,1.0,117323.31,0.0,0.0,1.0
4724,621.0,1.0,42.0,8.0,68683.68,1.0,1.0,1.0,74157.71,0.0,1.0,0.0
4725,543.0,1.0,49.0,6.0,59532.18,1.0,1.0,0.0,104253.56,1.0,0.0,0.0
4726,658.0,0.0,43.0,7.0,140260.36,2.0,1.0,0.0,2748.72,0.0,1.0,0.0
4727,633.0,1.0,50.0,7.0,88302.65,1.0,1.0,1.0,195937.16,1.0,0.0,0.0
4728,648.0,0.0,19.0,1.0,0.0,2.0,0.0,1.0,22101.86,0.0,1.0,0.0
4729,501.0,1.0,40.0,5.0,114655.58,1.0,0.0,0.0,126535.92,1.0,0.0,0.0
4730,683.0,0.0,42.0,4.0,148283.94,1.0,1.0,1.0,44692.63,0.0,0.0,1.0
4731,619.0,0.0,38.0,1.0,0.0,1.0,1.0,0.0,112442.63,1.0,0.0,0.0
4732,705.0,0.0,35.0,3.0,0.0,2.0,0.0,1.0,66331.01,0.0,1.0,0.0
4733,638.0,0.0,53.0,1.0,123916.67,1.0,1.0,0.0,16657.68,1.0,0.0,0.0
4734,710.0,0.0,31.0,1.0,0.0,2.0,1.0,0.0,20081.3,1.0,0.0,0.0
4735,590.0,0.0,54.0,4.0,0.0,2.0,1.0,1.0,93820.49,1.0,0.0,0.0
4736,725.0,1.0,43.0,2.0,165896.0,2.0,1.0,0.0,130795.52,1.0,0.0,0.0
4737,638.0,0.0,32.0,0.0,0.0,2.0,1.0,0.0,160129.99,1.0,0.0,0.0
4738,791.0,1.0,36.0,6.0,111168.97,1.0,1.0,1.0,189969.91,1.0,0.0,0.0
4739,702.0,0.0,40.0,1.0,103549.24,1.0,0.0,0.0,9712.52,1.0,0.0,0.0
4740,607.0,0.0,32.0,6.0,0.0,2.0,0.0,0.0,196062.01,1.0,0.0,0.0
4741,535.0,1.0,30.0,6.0,103804.97,1.0,1.0,1.0,125710.53,1.0,0.0,0.0
4742,651.0,1.0,45.0,2.0,165901.59,2.0,1.0,0.0,23054.51,0.0,1.0,0.0
4743,506.0,1.0,59.0,8.0,119152.1,2.0,1.0,1.0,170679.74,0.0,0.0,1.0
4744,511.0,0.0,57.0,8.0,122950.31,1.0,1.0,1.0,181258.76,1.0,0.0,0.0
4745,757.0,0.0,51.0,1.0,0.0,1.0,1.0,1.0,22835.13,0.0,1.0,0.0
4746,768.0,1.0,49.0,1.0,133384.66,1.0,1.0,0.0,102397.22,1.0,0.0,0.0
4747,757.0,1.0,32.0,9.0,0.0,2.0,1.0,0.0,115950.96,0.0,0.0,1.0
4748,663.0,1.0,64.0,6.0,0.0,2.0,0.0,1.0,15876.52,0.0,1.0,0.0
4749,537.0,0.0,37.0,7.0,158411.95,4.0,1.0,1.0,117690.58,0.0,1.0,0.0
4750,570.0,1.0,29.0,4.0,122028.65,2.0,1.0,1.0,173792.77,1.0,0.0,0.0
4751,850.0,0.0,35.0,5.0,0.0,1.0,1.0,1.0,80992.8,0.0,1.0,0.0
4752,661.0,0.0,64.0,8.0,128751.65,2.0,1.0,0.0,189398.18,1.0,0.0,0.0
4753,659.0,1.0,54.0,8.0,133436.52,1.0,1.0,0.0,56787.8,0.0,0.0,1.0
4754,454.0,1.0,40.0,2.0,123177.01,1.0,1.0,0.0,148309.98,1.0,0.0,0.0
4755,708.0,0.0,59.0,2.0,0.0,1.0,1.0,0.0,179673.11,1.0,0.0,0.0
4756,720.0,0.0,37.0,2.0,120328.88,2.0,1.0,1.0,138470.21,1.0,0.0,0.0
4757,785.0,0.0,39.0,1.0,130147.98,1.0,1.0,0.0,163798.41,0.0,0.0,1.0
4758,743.0,0.0,36.0,8.0,92716.96,1.0,1.0,1.0,33693.78,0.0,0.0,1.0
4759,493.0,0.0,48.0,7.0,0.0,2.0,1.0,0.0,48545.1,0.0,0.0,1.0
4760,557.0,1.0,34.0,3.0,0.0,1.0,0.0,1.0,123427.98,1.0,0.0,0.0
4761,850.0,1.0,40.0,1.0,76914.21,1.0,1.0,0.0,174183.44,1.0,0.0,0.0
4762,799.0,0.0,32.0,3.0,106045.92,2.0,1.0,1.0,17938.0,1.0,0.0,0.0
4763,756.0,1.0,34.0,1.0,103133.26,1.0,1.0,1.0,90059.04,1.0,0.0,0.0
4764,752.0,1.0,38.0,0.0,145974.79,2.0,1.0,1.0,137694.23,0.0,0.0,1.0
4765,696.0,0.0,36.0,3.0,0.0,3.0,1.0,0.0,65039.9,0.0,0.0,1.0
4766,630.0,0.0,49.0,1.0,0.0,2.0,0.0,1.0,162858.29,0.0,0.0,1.0
4767,659.0,0.0,38.0,9.0,0.0,2.0,1.0,1.0,35701.06,0.0,0.0,1.0
4768,685.0,1.0,39.0,9.0,0.0,2.0,1.0,1.0,18826.06,0.0,0.0,1.0
4769,599.0,0.0,31.0,3.0,0.0,1.0,1.0,1.0,130086.47,0.0,0.0,1.0
4770,559.0,0.0,31.0,1.0,139183.06,1.0,0.0,1.0,143360.56,0.0,0.0,1.0
4771,615.0,1.0,19.0,5.0,0.0,2.0,1.0,0.0,159920.92,0.0,1.0,0.0
4772,580.0,0.0,36.0,3.0,74974.89,1.0,1.0,1.0,12099.67,0.0,0.0,1.0
4773,487.0,1.0,44.0,6.0,61691.45,1.0,1.0,1.0,53087.98,0.0,1.0,0.0
4774,646.0,0.0,35.0,1.0,121952.75,2.0,1.0,1.0,142839.82,1.0,0.0,0.0
4775,811.0,0.0,35.0,7.0,0.0,1.0,1.0,1.0,178.19,0.0,0.0,1.0
4776,526.0,1.0,35.0,5.0,0.0,2.0,1.0,1.0,105618.14,0.0,0.0,1.0
4777,767.0,1.0,37.0,7.0,0.0,2.0,1.0,1.0,24734.25,1.0,0.0,0.0
4778,548.0,0.0,33.0,1.0,80107.83,2.0,0.0,1.0,82245.67,0.0,0.0,1.0
4779,737.0,0.0,45.0,2.0,0.0,2.0,0.0,1.0,177695.67,0.0,1.0,0.0
4780,613.0,1.0,40.0,1.0,147856.82,3.0,0.0,0.0,107961.11,0.0,0.0,1.0
4781,711.0,1.0,36.0,8.0,0.0,2.0,1.0,0.0,55207.41,0.0,0.0,1.0
4782,850.0,0.0,53.0,7.0,65407.16,2.0,0.0,0.0,182633.63,1.0,0.0,0.0
4783,752.0,0.0,53.0,8.0,114233.18,1.0,1.0,1.0,51587.04,1.0,0.0,0.0
4784,710.0,0.0,37.0,5.0,0.0,2.0,1.0,0.0,115403.31,0.0,0.0,1.0
4785,664.0,0.0,53.0,7.0,187602.18,1.0,1.0,0.0,186392.99,1.0,0.0,0.0
4786,510.0,0.0,22.0,3.0,156834.34,1.0,0.0,0.0,44374.44,1.0,0.0,0.0
4787,577.0,0.0,34.0,2.0,0.0,2.0,1.0,1.0,84033.35,1.0,0.0,0.0
4788,529.0,1.0,42.0,1.0,157498.9,1.0,1.0,1.0,82276.62,0.0,0.0,1.0
4789,757.0,0.0,44.0,9.0,0.0,2.0,1.0,0.0,177528.92,1.0,0.0,0.0
4790,691.0,1.0,41.0,2.0,0.0,1.0,1.0,1.0,56850.92,0.0,0.0,1.0
4791,621.0,1.0,34.0,8.0,0.0,1.0,0.0,0.0,47972.65,0.0,0.0,1.0
4792,709.0,1.0,35.0,2.0,0.0,2.0,1.0,0.0,104982.39,0.0,0.0,1.0
4793,756.0,1.0,19.0,4.0,130274.22,1.0,1.0,1.0,133535.29,1.0,0.0,0.0
4794,788.0,0.0,41.0,6.0,0.0,1.0,1.0,1.0,25571.37,1.0,0.0,0.0
4795,705.0,0.0,39.0,5.0,149379.66,2.0,1.0,0.0,96075.55,1.0,0.0,0.0
4796,483.0,1.0,29.0,9.0,0.0,1.0,1.0,1.0,81634.45,0.0,0.0,1.0
4797,719.0,1.0,35.0,1.0,100829.94,1.0,1.0,1.0,165008.97,0.0,1.0,0.0
4798,793.0,0.0,32.0,1.0,96408.98,1.0,1.0,1.0,138191.81,1.0,0.0,0.0
4799,593.0,1.0,41.0,6.0,0.0,2.0,1.0,1.0,99136.49,1.0,0.0,0.0
4800,551.0,1.0,52.0,1.0,0.0,1.0,0.0,0.0,63584.55,1.0,0.0,0.0
4801,690.0,1.0,39.0,6.0,0.0,2.0,1.0,0.0,160532.88,1.0,0.0,0.0
4802,823.0,1.0,71.0,5.0,149105.08,1.0,0.0,1.0,162683.06,0.0,0.0,1.0
4803,512.0,1.0,39.0,3.0,0.0,1.0,1.0,0.0,134878.19,0.0,0.0,1.0
4804,802.0,1.0,41.0,5.0,0.0,2.0,1.0,1.0,134626.3,0.0,0.0,1.0
4805,450.0,0.0,34.0,2.0,0.0,2.0,1.0,0.0,175480.93,0.0,1.0,0.0
4806,651.0,1.0,41.0,1.0,90218.11,1.0,1.0,0.0,174337.68,1.0,0.0,0.0
4807,697.0,0.0,33.0,1.0,87347.7,1.0,1.0,0.0,172524.51,1.0,0.0,0.0
4808,611.0,1.0,28.0,2.0,0.0,2.0,0.0,0.0,25395.83,1.0,0.0,0.0
4809,643.0,0.0,33.0,0.0,137811.75,1.0,1.0,1.0,184856.89,1.0,0.0,0.0
4810,822.0,1.0,37.0,3.0,105563.0,1.0,1.0,0.0,182624.93,1.0,0.0,0.0
4811,632.0,1.0,38.0,4.0,0.0,2.0,0.0,0.0,192505.62,0.0,0.0,1.0
4812,575.0,0.0,26.0,7.0,0.0,2.0,1.0,0.0,112507.63,1.0,0.0,0.0
4813,672.0,1.0,31.0,6.0,91125.75,1.0,1.0,0.0,177295.92,0.0,0.0,1.0
4814,517.0,1.0,39.0,3.0,0.0,2.0,0.0,1.0,12465.51,0.0,0.0,1.0
4815,621.0,1.0,39.0,8.0,0.0,2.0,1.0,0.0,36122.96,0.0,1.0,0.0
4816,775.0,0.0,77.0,6.0,135120.56,1.0,1.0,0.0,37836.64,1.0,0.0,0.0
4817,600.0,1.0,29.0,8.0,0.0,2.0,0.0,1.0,34747.43,1.0,0.0,0.0
4818,640.0,1.0,28.0,7.0,0.0,2.0,1.0,1.0,131097.9,1.0,0.0,0.0
4819,752.0,0.0,36.0,1.0,86837.95,1.0,1.0,1.0,105280.55,1.0,0.0,0.0
4820,613.0,1.0,26.0,4.0,100446.57,1.0,0.0,1.0,149653.81,1.0,0.0,0.0
4821,484.0,0.0,32.0,3.0,0.0,2.0,1.0,1.0,139390.99,1.0,0.0,0.0
4822,511.0,0.0,33.0,3.0,0.0,2.0,1.0,0.0,132436.71,1.0,0.0,0.0
4823,745.0,0.0,32.0,2.0,0.0,4.0,0.0,1.0,179705.13,0.0,0.0,1.0
4824,786.0,0.0,32.0,6.0,114512.59,1.0,1.0,0.0,15796.66,1.0,0.0,0.0
4825,727.0,1.0,35.0,5.0,136364.46,1.0,0.0,0.0,142754.71,1.0,0.0,0.0
4826,622.0,1.0,31.0,5.0,106260.67,1.0,1.0,1.0,2578.43,1.0,0.0,0.0
4827,794.0,1.0,24.0,10.0,146126.75,1.0,1.0,1.0,88992.05,0.0,0.0,1.0
4828,636.0,1.0,52.0,4.0,111284.53,1.0,0.0,1.0,32936.44,0.0,0.0,1.0
4829,741.0,0.0,42.0,9.0,121056.63,2.0,1.0,0.0,39122.58,1.0,0.0,0.0
4830,687.0,1.0,34.0,5.0,128270.56,1.0,1.0,0.0,191092.62,0.0,0.0,1.0
4831,660.0,1.0,30.0,4.0,0.0,2.0,1.0,0.0,129149.06,1.0,0.0,0.0
4832,660.0,1.0,35.0,7.0,0.0,2.0,1.0,0.0,13218.6,1.0,0.0,0.0
4833,617.0,0.0,79.0,7.0,0.0,1.0,1.0,1.0,160589.18,1.0,0.0,0.0
4834,762.0,1.0,32.0,10.0,191775.65,1.0,1.0,0.0,179657.83,0.0,0.0,1.0
4835,752.0,0.0,35.0,2.0,0.0,1.0,1.0,0.0,44335.54,0.0,0.0,1.0
4836,561.0,1.0,34.0,4.0,85141.79,2.0,1.0,1.0,29217.37,1.0,0.0,0.0
4837,609.0,1.0,26.0,10.0,126392.18,1.0,0.0,1.0,43651.49,1.0,0.0,0.0
4838,803.0,1.0,28.0,3.0,0.0,2.0,1.0,0.0,159654.0,1.0,0.0,0.0
4839,556.0,0.0,40.0,9.0,129860.37,1.0,0.0,0.0,17992.94,1.0,0.0,0.0
4840,531.0,0.0,53.0,5.0,127642.44,1.0,1.0,0.0,141501.45,1.0,0.0,0.0
4841,411.0,0.0,35.0,2.0,0.0,2.0,1.0,1.0,93825.78,0.0,1.0,0.0
4842,587.0,0.0,44.0,5.0,125584.17,2.0,1.0,1.0,41852.24,0.0,0.0,1.0
4843,683.0,1.0,56.0,7.0,50911.21,3.0,0.0,0.0,97629.31,1.0,0.0,0.0
4844,654.0,1.0,29.0,2.0,91955.61,1.0,1.0,0.0,37065.66,0.0,1.0,0.0
4845,670.0,0.0,36.0,2.0,84266.44,2.0,0.0,0.0,38614.69,1.0,0.0,0.0
4846,655.0,0.0,36.0,2.0,147149.59,1.0,1.0,1.0,87816.86,1.0,0.0,0.0
4847,752.0,0.0,36.0,7.0,0.0,2.0,1.0,0.0,184866.86,1.0,0.0,0.0
4848,534.0,0.0,23.0,5.0,104822.45,1.0,0.0,1.0,160176.47,1.0,0.0,0.0
4849,635.0,1.0,42.0,1.0,146766.72,2.0,0.0,1.0,164357.1,0.0,1.0,0.0
4850,491.0,1.0,70.0,6.0,148745.92,2.0,1.0,1.0,17818.33,1.0,0.0,0.0
4851,516.0,1.0,27.0,9.0,0.0,1.0,1.0,0.0,142680.64,1.0,0.0,0.0
4852,530.0,0.0,48.0,0.0,0.0,1.0,1.0,0.0,85081.09,0.0,0.0,1.0
4853,687.0,1.0,35.0,3.0,0.0,2.0,1.0,1.0,176450.19,1.0,0.0,0.0
4854,684.0,0.0,41.0,6.0,135203.81,2.0,1.0,1.0,121967.88,0.0,1.0,0.0
4855,706.0,1.0,23.0,2.0,93301.97,2.0,0.0,1.0,127187.04,0.0,1.0,0.0
4856,490.0,1.0,33.0,5.0,96341.0,2.0,0.0,0.0,108313.34,1.0,0.0,0.0
4857,796.0,1.0,44.0,8.0,165326.2,1.0,1.0,1.0,57205.55,1.0,0.0,0.0
4858,849.0,1.0,27.0,0.0,0.0,2.0,0.0,1.0,157891.86,1.0,0.0,0.0
4859,779.0,0.0,41.0,10.0,99786.2,1.0,1.0,0.0,86927.53,0.0,0.0,1.0
4860,794.0,0.0,22.0,4.0,114440.24,1.0,1.0,1.0,107753.07,0.0,0.0,1.0
4861,748.0,1.0,36.0,4.0,141573.55,1.0,1.0,0.0,82158.14,0.0,0.0,1.0
4862,663.0,0.0,22.0,9.0,0.0,1.0,1.0,0.0,29135.89,0.0,0.0,1.0
4863,645.0,0.0,55.0,1.0,133676.65,1.0,0.0,1.0,17095.49,1.0,0.0,0.0
4864,464.0,0.0,33.0,10.0,147493.7,2.0,1.0,0.0,100447.53,1.0,0.0,0.0
4865,737.0,1.0,54.0,9.0,0.0,1.0,1.0,0.0,83470.4,1.0,0.0,0.0
4866,590.0,0.0,29.0,4.0,0.0,2.0,1.0,0.0,121846.81,0.0,1.0,0.0
4867,522.0,0.0,37.0,3.0,95022.57,1.0,1.0,1.0,129107.59,1.0,0.0,0.0
4868,648.0,0.0,34.0,3.0,0.0,1.0,1.0,0.0,54726.43,1.0,0.0,0.0
4869,754.0,1.0,37.0,6.0,0.0,1.0,1.0,1.0,116141.72,1.0,0.0,0.0
4870,669.0,1.0,50.0,4.0,149713.61,3.0,1.0,1.0,124872.42,0.0,1.0,0.0
4871,648.0,0.0,43.0,1.0,107963.38,1.0,0.0,0.0,186438.86,1.0,0.0,0.0
4872,763.0,1.0,40.0,3.0,0.0,2.0,1.0,0.0,134281.11,0.0,0.0,1.0
4873,790.0,1.0,32.0,3.0,0.0,1.0,1.0,0.0,91044.47,1.0,0.0,0.0
4874,581.0,1.0,37.0,7.0,0.0,2.0,1.0,1.0,74320.75,1.0,0.0,0.0
4875,703.0,1.0,43.0,8.0,0.0,2.0,1.0,0.0,9704.66,1.0,0.0,0.0
4876,571.0,0.0,33.0,9.0,102017.25,2.0,0.0,0.0,128600.49,0.0,0.0,1.0
4877,657.0,0.0,27.0,8.0,0.0,2.0,0.0,0.0,6468.24,1.0,0.0,0.0
4878,737.0,1.0,44.0,7.0,0.0,2.0,0.0,0.0,57898.58,0.0,0.0,1.0
4879,793.0,1.0,29.0,8.0,96674.55,2.0,0.0,0.0,192120.66,0.0,0.0,1.0
4880,783.0,0.0,44.0,3.0,81811.71,1.0,1.0,0.0,164213.53,0.0,0.0,1.0
4881,751.0,1.0,33.0,4.0,79281.61,1.0,1.0,0.0,117547.76,1.0,0.0,0.0
4882,579.0,1.0,31.0,6.0,0.0,2.0,1.0,0.0,26149.25,0.0,1.0,0.0
4883,655.0,0.0,36.0,10.0,122314.39,1.0,1.0,0.0,9181.66,0.0,1.0,0.0
4884,614.0,1.0,43.0,8.0,140733.74,1.0,1.0,1.0,166588.76,0.0,1.0,0.0
4885,678.0,1.0,49.0,2.0,116933.11,1.0,1.0,0.0,195053.58,0.0,0.0,1.0
4886,562.0,1.0,41.0,5.0,165445.04,2.0,1.0,0.0,85787.31,0.0,1.0,0.0
4887,711.0,0.0,53.0,5.0,123805.03,1.0,1.0,0.0,102428.51,1.0,0.0,0.0
4888,620.0,1.0,37.0,0.0,107548.94,1.0,1.0,0.0,71175.94,1.0,0.0,0.0
4889,437.0,1.0,49.0,9.0,111634.29,2.0,0.0,1.0,166440.32,0.0,1.0,0.0
4890,691.0,0.0,41.0,8.0,109153.96,3.0,1.0,1.0,148848.76,0.0,0.0,1.0
4891,552.0,0.0,34.0,4.0,0.0,2.0,1.0,0.0,140286.69,0.0,1.0,0.0
4892,765.0,1.0,34.0,5.0,86055.17,2.0,1.0,1.0,104220.5,0.0,1.0,0.0
4893,707.0,0.0,51.0,10.0,98438.23,1.0,0.0,0.0,70778.63,0.0,0.0,1.0
4894,764.0,1.0,29.0,5.0,0.0,2.0,1.0,0.0,65868.28,1.0,0.0,0.0
4895,585.0,0.0,32.0,8.0,144705.87,2.0,0.0,0.0,171482.56,1.0,0.0,0.0
4896,784.0,1.0,31.0,7.0,0.0,2.0,1.0,1.0,143204.41,1.0,0.0,0.0
4897,605.0,1.0,41.0,5.0,91612.91,1.0,1.0,1.0,28427.84,0.0,0.0,1.0
4898,699.0,1.0,40.0,2.0,0.0,1.0,1.0,0.0,78387.32,1.0,0.0,0.0
4899,544.0,0.0,40.0,7.0,0.0,1.0,0.0,1.0,161076.92,1.0,0.0,0.0
4900,803.0,0.0,32.0,9.0,192122.84,1.0,1.0,1.0,54277.45,1.0,0.0,0.0
4901,735.0,1.0,41.0,7.0,179904.0,1.0,1.0,1.0,137180.95,1.0,0.0,0.0
4902,673.0,1.0,59.0,0.0,178058.06,2.0,0.0,1.0,21063.71,1.0,0.0,0.0
4903,652.0,1.0,30.0,2.0,176166.56,2.0,1.0,1.0,152210.81,1.0,0.0,0.0
4904,694.0,1.0,42.0,3.0,156864.2,2.0,0.0,0.0,88890.75,1.0,0.0,0.0
4905,741.0,0.0,44.0,7.0,0.0,2.0,1.0,1.0,190534.76,0.0,0.0,1.0
4906,590.0,1.0,30.0,3.0,0.0,2.0,1.0,0.0,83090.35,0.0,0.0,1.0
4907,809.0,0.0,33.0,3.0,0.0,2.0,0.0,1.0,141426.78,1.0,0.0,0.0
4908,523.0,1.0,34.0,2.0,161588.89,1.0,1.0,1.0,51358.66,1.0,0.0,0.0
4909,540.0,1.0,48.0,2.0,109349.29,1.0,1.0,0.0,88703.04,0.0,0.0,1.0
4910,596.0,0.0,29.0,6.0,0.0,2.0,1.0,0.0,116696.77,1.0,0.0,0.0
4911,597.0,0.0,36.0,9.0,0.0,2.0,1.0,1.0,7156.09,0.0,0.0,1.0
4912,407.0,1.0,37.0,1.0,0.0,1.0,1.0,1.0,49161.12,1.0,0.0,0.0
4913,748.0,1.0,60.0,0.0,152335.7,1.0,1.0,0.0,126743.33,1.0,0.0,0.0
4914,562.0,0.0,51.0,1.0,124662.54,1.0,1.0,1.0,65390.46,0.0,1.0,0.0
4915,734.0,0.0,47.0,10.0,91522.04,2.0,1.0,1.0,138835.91,1.0,0.0,0.0
4916,710.0,1.0,45.0,1.0,0.0,2.0,1.0,1.0,36154.66,0.0,0.0,1.0
4917,539.0,0.0,39.0,6.0,62052.28,1.0,0.0,1.0,59755.14,1.0,0.0,0.0
4918,542.0,1.0,32.0,7.0,107871.72,1.0,1.0,0.0,125302.64,1.0,0.0,0.0
4919,717.0,0.0,36.0,2.0,99472.76,2.0,1.0,0.0,94274.72,0.0,0.0,1.0
4920,682.0,0.0,50.0,10.0,128039.01,1.0,1.0,1.0,102260.16,1.0,0.0,0.0
4921,515.0,1.0,33.0,2.0,0.0,2.0,1.0,1.0,136028.97,0.0,0.0,1.0
4922,526.0,0.0,33.0,8.0,114634.63,2.0,1.0,0.0,110114.38,1.0,0.0,0.0
4923,702.0,1.0,26.0,5.0,56738.47,2.0,1.0,1.0,100442.22,0.0,1.0,0.0
4924,651.0,1.0,34.0,2.0,90355.12,2.0,0.0,0.0,193597.94,0.0,1.0,0.0
4925,792.0,1.0,36.0,5.0,115725.24,2.0,0.0,0.0,1871.25,0.0,1.0,0.0
4926,817.0,1.0,58.0,3.0,114327.59,2.0,1.0,1.0,42831.11,0.0,1.0,0.0
4927,674.0,0.0,36.0,6.0,100762.64,1.0,1.0,0.0,182156.86,1.0,0.0,0.0
4928,641.0,0.0,40.0,9.0,0.0,1.0,0.0,0.0,151648.66,0.0,0.0,1.0
4929,513.0,1.0,39.0,7.0,89039.9,2.0,1.0,1.0,146738.83,1.0,0.0,0.0
4930,561.0,1.0,34.0,1.0,78829.53,1.0,1.0,1.0,12148.2,0.0,1.0,0.0
4931,627.0,1.0,30.0,6.0,112372.96,1.0,1.0,1.0,118029.09,0.0,1.0,0.0
4932,682.0,1.0,81.0,6.0,122029.15,1.0,1.0,1.0,50783.88,1.0,0.0,0.0
4933,683.0,0.0,29.0,0.0,157829.12,1.0,0.0,0.0,129891.66,0.0,1.0,0.0
4934,420.0,0.0,31.0,1.0,108377.75,2.0,1.0,1.0,9904.63,1.0,0.0,0.0
4935,670.0,0.0,54.0,2.0,95507.12,1.0,1.0,1.0,63213.31,0.0,1.0,0.0
4936,505.0,1.0,43.0,6.0,127146.68,1.0,0.0,0.0,137565.87,0.0,1.0,0.0
4937,580.0,1.0,24.0,1.0,133811.78,1.0,1.0,0.0,17185.95,1.0,0.0,0.0
4938,577.0,1.0,36.0,3.0,121092.47,2.0,0.0,1.0,143783.46,0.0,1.0,0.0
4939,773.0,1.0,34.0,10.0,126979.75,1.0,0.0,0.0,36823.28,1.0,0.0,0.0
4940,616.0,1.0,37.0,5.0,144235.73,2.0,0.0,0.0,154957.66,1.0,0.0,0.0
4941,763.0,0.0,38.0,0.0,152582.2,2.0,0.0,0.0,31892.82,0.0,0.0,1.0
4942,640.0,1.0,43.0,9.0,172478.15,1.0,1.0,0.0,191084.4,1.0,0.0,0.0
4943,592.0,1.0,36.0,1.0,126477.42,1.0,0.0,0.0,179718.17,0.0,0.0,1.0
4944,528.0,1.0,43.0,7.0,97473.87,2.0,1.0,1.0,159823.16,1.0,0.0,0.0
4945,630.0,1.0,53.0,5.0,138053.67,1.0,0.0,1.0,114110.97,1.0,0.0,0.0
4946,529.0,0.0,31.0,2.0,164003.05,2.0,1.0,1.0,60993.23,1.0,0.0,0.0
4947,546.0,0.0,47.0,8.0,0.0,1.0,1.0,1.0,66408.01,1.0,0.0,0.0
4948,753.0,0.0,62.0,6.0,0.0,2.0,1.0,1.0,136398.9,0.0,0.0,1.0
4949,772.0,0.0,39.0,4.0,122486.11,2.0,1.0,1.0,140709.25,1.0,0.0,0.0
4950,567.0,1.0,36.0,1.0,0.0,2.0,0.0,0.0,8555.73,0.0,1.0,0.0
4951,628.0,0.0,45.0,6.0,53667.44,1.0,1.0,0.0,115022.94,1.0,0.0,0.0
4952,658.0,1.0,20.0,7.0,0.0,2.0,0.0,0.0,187638.34,0.0,0.0,1.0
4953,679.0,1.0,58.0,9.0,109327.65,1.0,1.0,1.0,3829.13,0.0,0.0,1.0
4954,629.0,1.0,34.0,1.0,121151.05,1.0,0.0,0.0,119357.93,0.0,0.0,1.0
4955,731.0,1.0,42.0,9.0,101043.63,1.0,1.0,1.0,192175.52,0.0,1.0,0.0
4956,775.0,1.0,33.0,3.0,83501.66,2.0,1.0,0.0,128841.31,0.0,0.0,1.0
4957,660.0,1.0,33.0,2.0,80462.24,1.0,0.0,0.0,150422.35,1.0,0.0,0.0
4958,752.0,1.0,39.0,3.0,0.0,1.0,1.0,0.0,188187.05,1.0,0.0,0.0
4959,655.0,1.0,37.0,6.0,109093.41,2.0,1.0,0.0,1775.52,0.0,0.0,1.0
4960,543.0,0.0,46.0,5.0,140355.6,1.0,1.0,1.0,85086.78,1.0,0.0,0.0
4961,811.0,1.0,42.0,10.0,0.0,2.0,1.0,1.0,3797.79,0.0,1.0,0.0
4962,689.0,1.0,45.0,0.0,130170.82,2.0,1.0,0.0,150856.38,1.0,0.0,0.0
4963,531.0,0.0,42.0,2.0,0.0,2.0,0.0,1.0,90537.47,1.0,0.0,0.0
4964,515.0,1.0,40.0,0.0,109542.29,1.0,1.0,1.0,166370.81,1.0,0.0,0.0
4965,466.0,0.0,41.0,3.0,33563.95,2.0,1.0,0.0,178994.13,1.0,0.0,0.0
4966,782.0,1.0,36.0,1.0,148795.17,2.0,1.0,1.0,195681.43,1.0,0.0,0.0
